player_id,platform,date,country
7E0BAD4AB2114D26E9078119EFA3C6986AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-29,United Kingdom
D9F2E23EF0776CCB524DB79990B6A3E56AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
8FE2F8C8D5EC3630765FDD1176D0418C6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United States
AC1EC9C8C81EEBEB3ABF684A190A421D6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,Canada
9BC5CF9DAB3EF3C4DB182D6B06D2525F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United Kingdom
42B1E451D68AF479C72FC7DCD13141356AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United States
7F24AE31B7DE30C54D91BF1C531314986AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-08,United Kingdom
B82D9D9957CD70110E22B2FE6C2A00256AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
2DDD52FE7CB45C91F88E2F1DD721A3196AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United Kingdom
FEF6618BB169B4427DEF462127379A886AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
66687291F8D9C270AD281BA47DBCA1A26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
A278BB443BCBEB070AD60DA04122CE6A6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
81854A418007DB18FC08FF3A7DDC66A46AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United Kingdom
06F2130E406204CD02A58458C7FA31CF6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
4E03C9424618681D0BB5254C5E296CB76AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
8499D2FA6B0BA38DAE33F151CE91C44E6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
8C20CA16F66E51B7FB6A08C1BFC401C76AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United States
E4FEEE2B4E489AC0CA854481DEACBA996AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
4CE2C12742280023AB84BDBB333C543B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United Kingdom
C08BB4CDA23070302B11A080B7AC72276AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
545C33AF21FB7131DF2E720266A9D02A6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-03,United States
E68BB73D275306E3FBC64FAA82060B976AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
C8689ED2C94097A6FC3C1F52E2F1C3686AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
F1055B429A28B46D09EF4E53605A8BB66AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
4AEC7FAF6E12AB268DA3BD120875BC266AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-02,United Kingdom
2C192705A292FEA60AD8A47D63C093196AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United Kingdom
E28674DE0C05DC65D7F38089DED6CC246AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
DB56AEEB99CB12FECE7988781FB0A9256AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-05,United States
9DAE6B962FF833794071C110DD507B9D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-05,United States
DD36EE31AA1275B32AB3C9636A531CA26AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-01,United States
BC06419265B3EEB2A93C3AD7ED26CF136AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-29,United States
AB12EF2FAFDD2CA806227545F502A7386AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
6FB86734A798E270D3698368F167ACDD6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-28,Canada
C6042FE7B89A30C8586FFBDDA6D817406AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
BD8EEB97EDD844B7A4A2EFA462D978476AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
217833304E503BB20DDF07B15590CCD36AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
A3BBAD2C7A20DD0277CCC21C64F5EF846AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-29,United Kingdom
1195AFD025C0C2DF50FC23673D4A931C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-31,United Kingdom
D25B195EC0E5A408C30BE5217E854AEF6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
E5F5074E9BFF6006561ABDF6D87BC8A36AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
EDC500EF56546A76A46198F64B7935166AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United Kingdom
F88D6451F2A1C3CFEFA035734A15078C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-02,United Kingdom
59BB9BECC999C5DEB6A2C1734792EB596AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
BB04AC8111FD02B876E33AF189F1116B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
12E6646D26158A1A72A484E16078780B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-08,United Kingdom
365FA4977471D9963F80F94877C5024F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United Kingdom
346A16E804C691C4A677EB65E908CBF26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-08,United States
2B796258E911785C5566A5FBDCE1B0C66AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
B2D2FD0BCEC889E0A7A23312A16F02A06AA542CB6D0020870CCE3A1312B6F340,Windows PC,2020-08-05,United States
D100817AB2029453448CAF2AEA4A94016AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-01,United States
C63AACCF2045537FC5894240D682689F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United Kingdom
1E3BA37660917C47C365656819FB78C76AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
CFA830B97A29327D5399BF47677651416AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
C0143FAD27B6CB7C4A874133D6107F3E6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United Kingdom
4862617EC0ECCDFBF9CD63D2EB8D8C5F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
283F56EE7F6FFDEAF03DD98B33F1C88D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United Kingdom
443DCAA66DCB2249EE5A8B957C5BEBF26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United Kingdom
ACC5706A4AEC8951AE6EDE03CDEB998D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United Kingdom
F0AFE6AD5B018CD4BE720970F7B16F6F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
38782BB3685BA57A5D2716C8A64882316AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-03,United States
CD47F9B3AEBA263BD55015061EF5860C6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
731992788927593D2F03B61936C66BF96AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United Kingdom
566747C44646A867BD14D516682964EE6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-08,United States
DC17BF572E20655564182578E8E4FAC16AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
0D464A730AACF0C20545B4077B6FA5E46AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,Canada
506899BBF32B286F1C3F83C1141B67B16AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
A6DD2CEA5B486FB9571C4203761329586AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
06D2838C385CCA7A15B3A0062FD925116AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United Kingdom
23AD908E1334C01878A255A1BFC5146A6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United Kingdom
76B019D0C2B69DC23C2A17A0977795D16AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
1769F12DAF3FD64BA49F8F7193B049016AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
84FEEAA442993D641D27DFBFED1300716AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
25822557B06CD8A55C2FE528F9B17E1D6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
9FD9E986F8B01D898BCC4D88F66E9C076AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United States
8C063E0895A117E5823A447BA3085D9B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,United States
5EF6E629B13778522085EFD4F407BDA26AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-08,United States
06AB994239899F01A000307CF37CC2976AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
DDBDAE0790B5074F391939C7FE32FFDE6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
5B0F36D1CF15553DF8CC2FE68CF1A93A6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United States
3EBD4FCFD1B42F3F92CD676F0B81E26F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-31,United Kingdom
8573EAE23E420C7EA82525CBA74E023A6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United Kingdom
392DAB0484C72975E490095BD85383756AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United States
673FB914AAA262553DB3A504D07A34276AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,Canada
5EAB8A4FBDD458B033D036F3212D44FA6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-08,United States
EE9DBE96ED679811C8DA78E542409E456AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
7FB692828BEDAE07B0C8F04A513E8A8C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-01,United States
D268B06D7DDF743711D18A6BC4BDB3056AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
0A25F1C11F1E736938A91AE4312E3D576AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
7AB3AB10295FB421A048270E748CFE136AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
EBE1B8BED9C7746093187F815118AE676AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United States
211407E995D9FE3F1D3FA83E14AB49F16AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-02,United Kingdom
27D57957A1F0F879BA711F3BA4DF77D36AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
51A94F6E38F9FECD5598A1C6E59A708A6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
1D7314F2C27E043F38C43F5D503103486AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United Kingdom
0A604C3F37C29047271CF793889AD68E6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
4162773C21A4A5E875C1FB5240E01F5B6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-02,United States
5A682E750EDED15F1AC2020D923525066AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,United States
F6E5C0CA3EACE64FEF6E635C2150F3DB6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United States
C2BD8166C91C25B718D26EA4B46E6C7D6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-01,United Kingdom
BD8CAC4A44F4A3A30C1F5D95D4943C216AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United Kingdom
834B9F0EA50370B70736A0A2639C289F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United States
3119F03E7D5CDB997594FBB423F90FF86AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
0C331B78399114365AF6105A3A6B47786AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
347D4CA561629233D3B440984F07C4846AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-05,United Kingdom
EBCCC305D67DAE81BF1A656BAE1DC19A6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
C13B5EC7AE5D85806CB51BDA1819DE426AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-05,United States
07C6FCE2C68806D9D17C6326B7D9D4206AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
0C8857440B55F256280E9901EEC44CB96AA542CB6D0020870CCE3A1312B6F340,Windows PC,2020-08-05,United States
CF2324C288E81BBDD907E9D0DF459BAD6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-05,United States
BD73335E5192DF7A54BAF74427583A036AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United States
0982B4C5B2706390060C29123FD70EAA6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-28,United States
040C8D6FBA93012D3A0216844505548F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United States
08F69B337D1C657DD5F45DCE986345476AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United States
75C46D2A334EFAF164124F65AA222A9D6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-31,United States
89FB8E9809DB9598BCDC4047363883496AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
19D09F8F3DE772B1A3AADB9D0509D8C06AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-08,United States
1A793AF52900C03258AD453BF327A9266AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United States
3D151483A6CDFBBA0877F7DA867A26B06AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-08,United States
251A0B153B289C5F4E74D6E4430F4AF96AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,Canada
744030CFF153FE5FB50C9F35FC831DEC6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
01E56D876AEBDD18EA8C2CBE090AB93D6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-28,United Kingdom
03C6E361DE3BDBF95F1874801928C9D96AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-05,United States
C78F095CA67F7A4F45BE43C5FF81C57B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
BEA781E0D15FA58121070E32224715E26AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
C674354A70CC4A39D928DD2D0B73845A6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
3AD3D1AAAD00EC1606EBA3F398EC805C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
B95F7B5CB970DEEA451B6D9C9ADAD80E6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,Canada
3FD9B764E4CED3B74DD92A2AE0C941706AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
80F01F56FEAC9D228C66227CBDB86E946AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United Kingdom
5326E89331B875873E490CB8C94C61F76AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-28,United Kingdom
8F63529E6F6F0FE94C7E4137EF07B34D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,United States
CECD81E226995469F382ED2B1F9448F46AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
2ACB7172C0E44C079F4FD63E76E89A416AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-31,United States
8280C266CAC29E2AF7E89F745944C84F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
2DE1F8A3CA2ACA4576BBF5113182BAA36AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,United States
BAD31D69F6F23F0F89AA289B78B68F976AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,United States
D044B3C37A890671C1A37FBFFC4C7AE46AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-08,United States
752242BA7875CEA92FBDB959A31010F36AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
FAC7293D9989F6FDBD2D63E1B0AB74E96AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
D424AEEE60848F2CD1F277619B64105D6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-03,United States
558D7460DA83095E3A8C90CA05D85DF76AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
B06753354250B173A4CCA173A5BD64786AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-31,United States
94CA933EE67A7B2DEBCCDF682A8085856AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United Kingdom
887893FB2012E60D8BCFC1BE458AFB1A6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-28,United States
531125C4508CBC49B73B4946E5F58CC96AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-04,United States
7DAC8AA07A5AFD571F060EBDF98A52D26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
8774938DBF3AC21E57D2BFB0820777FA6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
CEF6FEA5CE380A55688DBAF9677CE66C6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
56E0970968044C2F85501CC16FB4EDB16AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-02,United States
B3D2E661CB885C20F406DF4E0F07B5B76AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
B7F0F5567EE10C5B9EDB9ED74C2F41A16AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
CE93FE17E59D8C52BF18EA387512C6B46AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-01,United States
EE10B98EEC00513FDE6808F6A257E46D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
3421DB8F3825EEF05E1389668379F46C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-05,United States
8EEDCDDAC5B1A8ADB27B38F0A27E01196AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-08,United States
5E576F11F6C783EE5FA4361C5991FBEF6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United States
48CCBA4E683E66F1FF212E9B02C3395B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-01,Canada
FA6940CB301DD11C86EF98FC218FD5A26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United Kingdom
CD152E6FB90139B7FF58A4288114BC606AA542CB6D0020870CCE3A1312B6F340,Windows PC,2020-08-04,United States
BDB9A3DE14E1FB9D86B229DE0E4F1BCB6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-30,United States
DFB42A4C48DEF52F58B87AFD97862DC26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
10C78D94D2C8C910EC06792D18AD913D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,United Kingdom
D6D6AD29DE70E54579C2F758680609DB6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-29,United Kingdom
931AEA5A67BB9BA6D320D8D238EBB09F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United States
C3144DAB1838B97E7090D9F9723A23586AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
21A0A5404044C4C1330EF307E704606F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-31,United States
77935DFDD313002D8CA460147CF54BBE6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-07,United Kingdom
D96FE6E66D2B063719CDA387A61FBE5E6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United Kingdom
EC5673C08A5CDC3B9A877E3272BD21936AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-04,United States
9F569B42E7679E1E71ABD01F0298CCF36AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-06,United Kingdom
9174A7B80AFB4149EFCE21448E4421906AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-29,United States
2E3384DB83E0EDB2CD2751989E2166626AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-07-30,United States
2BB0F8DECD698DCE5B40603C030ACDED6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
4E41F24A73C07E169E7C394591423A7B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-03,United States
2226CFCE02FBD72BC401578C727CBB166AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-06,United States
A743330CACA5922D9CF0A1BC4D10E5516AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-05,United Kingdom
D2F881559AC4FE6C3A179A2B6798DA176AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-08-01,United States
A0CD3C51E04DC2AD2B49F69503C860F76AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-07,United Kingdom
335614B816862B672379A14A3B53E69D6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-07-31,United States
F9755E06E9B32E0B97A18E71BA84FD346AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-08-02,United States
